t,x,y
0.0,165,111
0.041666666666666664,165,111
0.08333333333333333,165,110
0.125,165,110
0.16666666666666666,165,110
0.20833333333333331,165,110
0.24999999999999997,165,110
0.29166666666666663,165,110
0.3333333333333333,165,110
0.375,166,111
0.4166666666666667,166,111
0.45833333333333337,169,117
0.5,176,129
0.5416666666666666,181,155
0.5833333333333333,186,190
0.6249999999999999,186,191
0.6666666666666665,191,236
0.7083333333333331,195,290
0.7499999999999998,200,360
0.7916666666666664,207,446
0.833333333333333,207,446
0.8749999999999997,212,538
0.9166666666666663,218,637
0.9583333333333329,224,756
0.9999999999999996,202,132
1.0416666666666663,223,862
1.083333333333333,228,860
1.1249999999999998,225,770
1.1666666666666665,225,684
1.2083333333333333,225,603
1.25,225,603
1.2916666666666667,223,518
1.3333333333333335,223,454
1.3750000000000002,222,397
1.416666666666667,221,350
1.4583333333333337,221,350
1.5000000000000004,220,314
1.5416666666666672,219,289
1.583333333333334,218,275
1.6250000000000007,216,272
1.6666666666666674,216,273
1.7083333333333341,215,280
1.7500000000000009,214,298
1.7916666666666676,212,330
1.8333333333333344,210,373
1.875000000000001,210,373
1.9166666666666679,208,427
1.9583333333333346,207,494
2.0000000000000013,207,576
2.041666666666668,205,662
2.0833333333333344,206,662
2.125000000000001,203,762
2.1666666666666674,201,839
2.208333333333334,144,152
2.2500000000000004,203,810
2.291666666666667,203,808
2.3333333333333335,204,726
2.375,207,649
2.4166666666666665,209,581
2.458333333333333,211,525
2.4999999999999996,211,524
2.541666666666666,213,479
2.5833333333333326,215,444
2.624999999999999,217,420
2.6666666666666656,219,406
2.708333333333332,220,407
2.7499999999999987,222,405
2.791666666666665,224,413
2.8333333333333317,226,433
2.8749999999999982,227,465
2.9166666666666647,227,465
2.9583333333333313,229,507
2.999999999999998,231,563
3.0416666666666643,234,630
3.083333333333331,237,709
3.1249999999999973,237,710
3.166666666666664,240,800
3.2083333333333304,135,158
3.249999999999997,137,159
3.2916666666666634,241,817
3.33333333333333,241,817
3.3749999999999964,239,741
3.416666666666663,239,678
3.4583333333333295,237,623
3.499999999999996,236,580
3.5416666666666625,236,580
3.583333333333329,235,549
3.6249999999999956,235,527
3.666666666666662,234,517
3.7083333333333286,233,518
3.749999999999995,233,518
3.7916666666666616,232,530
3.833333333333328,231,554
3.8749999999999947,231,590
3.916666666666661,229,638
3.9583333333333277,229,638
3.9999999999999942,229,697
4.041666666666661,228,769
4.083333333333328,226,845
4.124999999999995,227,940
4.166666666666662,227,940
4.208333333333329,235,864
4.249999999999996,229,814
4.2916666666666625,232,753
4.3333333333333295,234,701
4.3749999999999964,234,701
4.416666666666663,236,661
4.45833333333333,238,630
4.499999999999997,240,611
4.541666666666664,242,605
4.583333333333331,242,605
4.624999999999998,244,608
4.666666666666665,246,623
4.708333333333332,247,651
4.749999999999999,250,690
4.791666666666666,250,690
4.833333333333333,253,742
4.875,255,805
4.916666666666667,257,862
4.958333333333334,257,862
5.000000000000001,257,951
5.083333333333335,255,828
5.125000000000002,254,778
5.166666666666669,252,736
5.208333333333336,252,736
5.250000000000003,250,705
5.29166666666667,247,685
5.333333333333337,246,677
5.3750000000000036,244,680
5.4166666666666705,244,680
5.4583333333333375,242,694
5.500000000000004,240,722
5.541666666666671,238,761
5.583333333333338,238,761
5.625000000000005,237,812
5.666666666666672,234,861
5.708333333333339,47,156
